10 probability convergence,20 probability convergence,30 probability convergence
0.0,0.0,1.0
0.5,0.5,1.0
0.0,0.6666666666666666,1.0
0.0,0.75,1.0
0.0,0.6,0.8
0.16666666666666666,0.5,1.0
0.0,0.7142857142857143,1.0
0.25,0.5,0.875
0.0,0.5555555555555556,0.8888888888888888
0.2,0.3,0.9
0.0,0.45454545454545453,0.7272727272727273
0.0,0.75,0.75
0.15384615384615385,0.46153846153846156,0.7692307692307693
0.14285714285714285,0.7142857142857143,0.7857142857142857
0.13333333333333333,0.6,0.8
0.125,0.4375,0.875
0.17647058823529413,0.29411764705882354,0.8823529411764706
0.0,0.5555555555555556,0.9444444444444444
0.05263157894736842,0.47368421052631576,0.9473684210526315
0.25,0.75,0.8
0.23809523809523808,0.7142857142857143,0.8095238095238095
0.13636363636363635,0.6363636363636364,0.8181818181818182
0.0,0.6086956521739131,0.8695652173913043
0.08333333333333333,0.625,0.7083333333333334
0.08,0.48,0.88
0.11538461538461539,0.5,0.9615384615384616
0.14814814814814814,0.6666666666666666,0.9629629629629629
0.17857142857142858,0.6785714285714286,0.8571428571428571
0.10344827586206896,0.6551724137931034,0.7931034482758621
0.1,0.6333333333333333,1.0
0.12903225806451613,0.6774193548387096,0.8709677419354839
0.15625,0.625,0.9375
0.12121212121212122,0.5454545454545454,0.9393939393939394
0.14705882352941177,0.47058823529411764,0.8823529411764706
0.14285714285714285,0.6571428571428571,0.9428571428571428
0.19444444444444445,0.5833333333333334,0.8888888888888888
0.08108108108108109,0.5405405405405406,0.918918918918919
0.05263157894736842,0.6842105263157895,0.9736842105263158
0.1282051282051282,0.5641025641025641,0.9230769230769231
0.1,0.575,0.9
0.12195121951219512,0.6097560975609756,0.7804878048780488
0.09523809523809523,0.7142857142857143,0.8095238095238095
0.16279069767441862,0.6046511627906976,0.8604651162790697
0.045454545454545456,0.6136363636363636,0.8863636363636364
0.2,0.6444444444444445,0.8666666666666667
0.08695652173913043,0.6304347826086957,0.8913043478260869
0.10638297872340426,0.6595744680851063,0.851063829787234
0.125,0.6041666666666666,0.8958333333333334
0.14285714285714285,0.6938775510204082,0.9387755102040817
0.08,0.62,0.9
0.11764705882352941,0.6862745098039216,0.9215686274509803
0.038461538461538464,0.6153846153846154,0.9038461538461539
0.05660377358490566,0.6981132075471698,0.9433962264150944
0.07407407407407407,0.7037037037037037,0.9259259259259259
0.10909090909090909,0.5454545454545454,0.9454545454545454
0.08928571428571429,0.625,0.8214285714285714
0.14035087719298245,0.5614035087719298,0.8596491228070176
0.1206896551724138,0.603448275862069,0.8793103448275862
0.06779661016949153,0.6440677966101694,0.864406779661017
0.1,0.6333333333333333,0.8666666666666667
0.13114754098360656,0.5901639344262295,0.9344262295081968
0.0967741935483871,0.6451612903225806,0.8709677419354839
0.15873015873015872,0.5714285714285714,0.8412698412698413
0.140625,0.625,0.8125
0.12307692307692308,0.5384615384615384,0.9384615384615385
0.045454545454545456,0.7121212121212122,0.8939393939393939
0.07462686567164178,0.6716417910447762,0.8656716417910447
0.08823529411764706,0.6911764705882353,0.8970588235294118
0.07246376811594203,0.6811594202898551,0.9565217391304348
0.12857142857142856,0.5571428571428572,0.9285714285714286
0.09859154929577464,0.5915492957746479,0.8591549295774648
0.1388888888888889,0.5694444444444444,0.9583333333333334
0.0684931506849315,0.6027397260273972,0.9452054794520548
0.08108108108108109,0.5675675675675675,0.918918918918919
0.04,0.6266666666666667,0.8533333333333334
0.10526315789473684,0.631578947368421,0.8289473684210527
0.14285714285714285,0.6363636363636364,0.7662337662337663
0.10256410256410256,0.6794871794871795,0.9230769230769231
0.13924050632911392,0.7088607594936709,0.8607594936708861
0.0875,0.6375,0.925
0.1111111111111111,0.6049382716049383,0.9382716049382716
0.06097560975609756,0.6219512195121951,0.9146341463414634
0.10843373493975904,0.6626506024096386,0.891566265060241
0.15476190476190477,0.6666666666666666,0.8690476190476191
0.12941176470588237,0.6470588235294118,0.9058823529411765
0.12790697674418605,0.7093023255813954,0.9069767441860465
0.13793103448275862,0.5977011494252874,0.8735632183908046
0.10227272727272728,0.6022727272727273,0.8863636363636364
0.0898876404494382,0.6853932584269663,0.8314606741573034
0.15555555555555556,0.6444444444444445,0.8111111111111111
0.16483516483516483,0.5714285714285714,0.8901098901098901
0.06521739130434782,0.6086956521739131,0.8152173913043478
0.06451612903225806,0.6559139784946236,0.8279569892473119
0.11702127659574468,0.6382978723404256,0.8297872340425532
0.08421052631578947,0.6,0.9052631578947369
0.09375,0.6979166666666666,0.8854166666666666
0.1134020618556701,0.6288659793814433,0.8762886597938144
0.11224489795918367,0.6530612244897959,0.8979591836734694
0.09090909090909091,0.7373737373737373,0.9090909090909091
0.13,0.68,0.8
0.13861386138613863,0.594059405940594,0.8910891089108911
0.0784313725490196,0.6274509803921569,0.9313725490196079
0.14563106796116504,0.6407766990291263,0.8932038834951457
0.125,0.6153846153846154,0.8942307692307693
0.10476190476190476,0.6095238095238096,0.8476190476190476
0.1509433962264151,0.6415094339622641,0.8679245283018868
0.1308411214953271,0.5794392523364486,0.9158878504672897
0.12037037037037036,0.6944444444444444,0.9259259259259259
0.07339449541284404,0.7155963302752294,0.8623853211009175
0.07272727272727272,0.6545454545454545,0.9545454545454546
0.12612612612612611,0.6216216216216216,0.9099099099099099
0.15178571428571427,0.6964285714285714,0.9285714285714286
0.08849557522123894,0.5929203539823009,0.8761061946902655
0.12280701754385964,0.6666666666666666,0.8771929824561403
0.14782608695652175,0.6347826086956522,0.8695652173913043
0.07758620689655173,0.6379310344827587,0.9137931034482759
0.09401709401709402,0.6837606837606838,0.9145299145299145
0.09322033898305085,0.6440677966101694,0.8898305084745762
0.15126050420168066,0.6722689075630253,0.8739495798319328
0.125,0.675,0.8166666666666667
0.1487603305785124,0.6942148760330579,0.8512396694214877
0.10655737704918032,0.5245901639344263,0.8524590163934426
0.12195121951219512,0.6422764227642277,0.8861788617886179
0.1935483870967742,0.5806451612903226,0.8548387096774194
0.088,0.608,0.888
0.07142857142857142,0.6190476190476191,0.9126984126984127
0.10236220472440945,0.6220472440944882,0.889763779527559
0.1171875,0.6015625,0.859375
0.06976744186046512,0.6124031007751938,0.9612403100775194
0.15384615384615385,0.6923076923076923,0.9076923076923077
0.11450381679389313,0.6259541984732825,0.8702290076335878
0.1590909090909091,0.6363636363636364,0.9166666666666666
0.09774436090225563,0.6917293233082706,0.9097744360902256
0.12686567164179105,0.6417910447761194,0.8432835820895522
0.1037037037037037,0.6592592592592592,0.8444444444444444
0.07352941176470588,0.625,0.8529411764705882
0.10948905109489052,0.5547445255474452,0.8394160583941606
0.07246376811594203,0.5797101449275363,0.8985507246376812
0.09352517985611511,0.6690647482014388,0.8920863309352518
0.11428571428571428,0.6357142857142857,0.8785714285714286
0.1702127659574468,0.5957446808510638,0.9290780141843972
0.1267605633802817,0.5985915492957746,0.8661971830985915
0.06993006993006994,0.6153846153846154,0.9020979020979021
0.1388888888888889,0.6388888888888888,0.8680555555555556
0.09655172413793103,0.6206896551724138,0.9103448275862069
0.10273972602739725,0.6438356164383562,0.9315068493150684
0.10204081632653061,0.5782312925170068,0.8843537414965986
0.0945945945945946,0.6216216216216216,0.831081081081081
0.12080536912751678,0.6644295302013423,0.9463087248322147
0.18,0.5666666666666667,0.8666666666666667
0.1456953642384106,0.5761589403973509,0.9072847682119205
0.10526315789473684,0.6513157894736842,0.9144736842105263
0.09803921568627451,0.5490196078431373,0.8496732026143791
0.09740259740259741,0.6493506493506493,0.8441558441558441
0.14838709677419354,0.6774193548387096,0.9483870967741935
0.10897435897435898,0.6730769230769231,0.9102564102564102
0.07643312101910828,0.5987261146496815,0.8726114649681529
0.0949367088607595,0.6645569620253164,0.8670886075949367
0.11949685534591195,0.6226415094339622,0.9119496855345912
0.11875,0.55625,0.86875
0.09316770186335403,0.6211180124223602,0.8695652173913043
0.1419753086419753,0.6790123456790124,0.9197530864197531
0.12883435582822086,0.6134969325153374,0.8588957055214724
0.12804878048780488,0.6036585365853658,0.8658536585365854
0.12121212121212122,0.6545454545454545,0.9030303030303031
0.0783132530120482,0.6566265060240963,0.8674698795180723
0.08383233532934131,0.6287425149700598,0.8622754491017964
0.08333333333333333,0.6130952380952381,0.9285714285714286
0.10650887573964497,0.6863905325443787,0.8698224852071006
0.12352941176470589,0.6235294117647059,0.8705882352941177
0.04093567251461988,0.5555555555555556,0.8947368421052632
0.12209302325581395,0.6395348837209303,0.877906976744186
0.09248554913294797,0.6069364161849711,0.8670520231213873
0.09770114942528736,0.6839080459770115,0.8735632183908046
0.10857142857142857,0.6228571428571429,0.9085714285714286
0.10795454545454546,0.6875,0.8693181818181818
0.1016949152542373,0.632768361581921,0.8870056497175142
0.1404494382022472,0.6460674157303371,0.9157303370786517
0.11731843575418995,0.5754189944134078,0.8715083798882681
0.1111111111111111,0.6777777777777778,0.9111111111111111
0.12154696132596685,0.5911602209944752,0.8729281767955801
0.14835164835164835,0.6098901098901099,0.8461538461538461
0.08743169398907104,0.6338797814207651,0.907103825136612
0.09239130434782608,0.6032608695652174,0.8695652173913043
0.15135135135135136,0.6216216216216216,0.8918918918918919
0.10215053763440861,0.6935483870967742,0.8709677419354839
0.09090909090909091,0.6203208556149733,0.8556149732620321
0.1276595744680851,0.5691489361702128,0.8776595744680851
0.12698412698412698,0.5714285714285714,0.8677248677248677
0.14210526315789473,0.5526315789473685,0.8526315789473684
0.09947643979057591,0.5916230366492147,0.9109947643979057
0.109375,0.5625,0.8802083333333334
0.13471502590673576,0.6217616580310881,0.8911917098445595
0.13402061855670103,0.6134020618556701,0.8711340206185567
0.06153846153846154,0.6410256410256411,0.9076923076923077
0.1326530612244898,0.6479591836734694,0.9132653061224489
0.10152284263959391,0.6395939086294417,0.9035532994923858
0.12626262626262627,0.6111111111111112,0.8636363636363636
0.10050251256281408,0.6432160804020101,0.9045226130653267
0.12,0.695,0.905
0.0845771144278607,0.5970149253731343,0.9104477611940298
0.0891089108910891,0.6138613861386139,0.8811881188118812
0.1625615763546798,0.6551724137931034,0.8768472906403941
0.09803921568627451,0.6078431372549019,0.8578431372549019
0.08780487804878048,0.6048780487804878,0.8829268292682927
0.10194174757281553,0.6262135922330098,0.9029126213592233
0.10144927536231885,0.6280193236714976,0.9033816425120773
0.15384615384615385,0.6730769230769231,0.8605769230769231
0.11483253588516747,0.6028708133971292,0.9043062200956937
0.06190476190476191,0.6333333333333333,0.861904761904762
