"3 probability convergence, 0.6gain","3 probability convergence, 0.7gain","3 probability convergence, 0.8gain","9 probability convergence, 0.6gain","9 probability convergence, 0.7gain","9 probability convergence, 0.8gain","18 probability convergence, 0.6gain","18 probability convergence, 0.7gain","18 probability convergence, 0.8gain"
0.1276595744680851,0.22340425531914893,0.43617021276595747,0.5531914893617021,0.8723404255319149,0.9893617021276596,0.8297872340425532,1.0,1.0
0.1368421052631579,0.14736842105263157,0.3473684210526316,0.49473684210526314,0.8736842105263158,0.9789473684210527,0.8421052631578947,0.9789473684210527,1.0
0.13541666666666666,0.21875,0.3958333333333333,0.5625,0.8541666666666666,0.96875,0.8333333333333334,0.9895833333333334,1.0
0.12371134020618557,0.18556701030927836,0.422680412371134,0.4948453608247423,0.8865979381443299,0.979381443298969,0.865979381443299,1.0,1.0
0.08163265306122448,0.40816326530612246,0.3979591836734694,0.5,0.9183673469387755,1.0,0.826530612244898,1.0,1.0
0.10101010101010101,0.2727272727272727,0.47474747474747475,0.5656565656565656,0.8181818181818182,0.9797979797979798,0.8080808080808081,0.98989898989899,1.0
0.06,0.28,0.42,0.58,0.84,0.95,0.87,0.99,1.0
0.09900990099009901,0.2079207920792079,0.40594059405940597,0.5643564356435643,0.8712871287128713,1.0,0.8217821782178217,0.9801980198019802,1.0
0.16666666666666666,0.3333333333333333,0.49019607843137253,0.5392156862745098,0.8921568627450981,0.9901960784313726,0.8921568627450981,1.0,1.0
0.11650485436893204,0.20388349514563106,0.4174757281553398,0.44660194174757284,0.8543689320388349,0.9902912621359223,0.9029126213592233,1.0,1.0
0.0673076923076923,0.2692307692307692,0.41346153846153844,0.5096153846153846,0.8846153846153846,0.9711538461538461,0.8365384615384616,0.9903846153846154,1.0
0.0761904761904762,0.24761904761904763,0.4666666666666667,0.6285714285714286,0.8476190476190476,0.9809523809523809,0.8285714285714286,0.9904761904761905,1.0
0.1509433962264151,0.3113207547169811,0.32075471698113206,0.5660377358490566,0.8584905660377359,0.9905660377358491,0.8679245283018868,1.0,1.0
0.1588785046728972,0.3364485981308411,0.411214953271028,0.5794392523364486,0.9065420560747663,0.9532710280373832,0.8411214953271028,0.9906542056074766,1.0
0.10185185185185185,0.2037037037037037,0.37962962962962965,0.6388888888888888,0.8240740740740741,0.9814814814814815,0.8611111111111112,0.9907407407407407,1.0
0.08256880733944955,0.25688073394495414,0.42201834862385323,0.46788990825688076,0.8440366972477065,0.9724770642201835,0.8532110091743119,0.981651376146789,1.0
0.11818181818181818,0.16363636363636364,0.4727272727272727,0.6363636363636364,0.8,0.9727272727272728,0.8090909090909091,0.990909090909091,1.0
0.16216216216216217,0.24324324324324326,0.2972972972972973,0.5675675675675675,0.8828828828828829,0.9819819819819819,0.7927927927927928,1.0,1.0
0.08035714285714286,0.30357142857142855,0.41964285714285715,0.5714285714285714,0.8303571428571429,0.9910714285714286,0.8035714285714286,0.9910714285714286,1.0
0.168141592920354,0.168141592920354,0.40707964601769914,0.6637168141592921,0.9026548672566371,0.9734513274336283,0.8672566371681416,1.0,1.0
0.08771929824561403,0.2807017543859649,0.4649122807017544,0.49122807017543857,0.8947368421052632,0.9824561403508771,0.8245614035087719,1.0,1.0
0.09565217391304348,0.30434782608695654,0.4956521739130435,0.5565217391304348,0.9217391304347826,0.991304347826087,0.8434782608695652,0.991304347826087,1.0
0.0603448275862069,0.27586206896551724,0.41379310344827586,0.43103448275862066,0.9137931034482759,1.0,0.8706896551724138,0.9913793103448276,1.0
0.1111111111111111,0.24786324786324787,0.47863247863247865,0.5982905982905983,0.8717948717948718,0.9829059829059829,0.8461538461538461,1.0,1.0
0.1694915254237288,0.2627118644067797,0.4152542372881356,0.5508474576271186,0.9067796610169492,0.9830508474576272,0.847457627118644,0.9915254237288136,1.0
0.07563025210084033,0.25210084033613445,0.42016806722689076,0.5042016806722689,0.8235294117647058,0.9831932773109243,0.8487394957983193,0.9831932773109243,1.0
0.125,0.2,0.4166666666666667,0.5583333333333333,0.8333333333333334,0.9833333333333333,0.8166666666666667,0.9916666666666667,1.0
0.14049586776859505,0.2066115702479339,0.4462809917355372,0.5950413223140496,0.8925619834710744,0.9504132231404959,0.859504132231405,0.9917355371900827,1.0
0.040983606557377046,0.26229508196721313,0.3770491803278688,0.5819672131147541,0.8442622950819673,0.9836065573770492,0.8032786885245902,1.0,0.9918032786885246
0.13008130081300814,0.3170731707317073,0.42276422764227645,0.4878048780487805,0.8780487804878049,1.0,0.7886178861788617,0.991869918699187,1.0
0.11290322580645161,0.2903225806451613,0.47580645161290325,0.532258064516129,0.8709677419354839,0.967741935483871,0.8951612903225806,0.9758064516129032,1.0
0.104,0.216,0.448,0.56,0.824,0.992,0.888,0.984,1.0
0.12698412698412698,0.23809523809523808,0.4126984126984127,0.5317460317460317,0.8492063492063492,1.0,0.8809523809523809,0.9682539682539683,1.0
0.11023622047244094,0.29133858267716534,0.3937007874015748,0.5826771653543307,0.8031496062992126,0.9921259842519685,0.8267716535433071,0.984251968503937,1.0
0.1484375,0.234375,0.4609375,0.53125,0.8828125,1.0,0.8125,1.0,1.0
0.13178294573643412,0.1937984496124031,0.37209302325581395,0.4573643410852713,0.8682170542635659,0.9922480620155039,0.875968992248062,1.0,1.0
0.14615384615384616,0.18461538461538463,0.46153846153846156,0.5692307692307692,0.8615384615384616,1.0,0.8461538461538461,0.9923076923076923,1.0
0.16030534351145037,0.22137404580152673,0.45038167938931295,0.5267175572519084,0.8931297709923665,0.9770992366412213,0.8320610687022901,1.0,1.0
0.11363636363636363,0.23484848484848486,0.5,0.5681818181818182,0.8257575757575758,0.9772727272727273,0.8560606060606061,0.9772727272727273,1.0
0.12030075187969924,0.24060150375939848,0.38345864661654133,0.5488721804511278,0.8421052631578947,0.9849624060150376,0.8721804511278195,1.0,1.0
0.11940298507462686,0.29850746268656714,0.4552238805970149,0.5447761194029851,0.8805970149253731,0.9850746268656716,0.8283582089552238,0.9850746268656716,1.0
0.11851851851851852,0.23703703703703705,0.48148148148148145,0.4962962962962963,0.8444444444444444,0.9703703703703703,0.8592592592592593,1.0,1.0
0.051470588235294115,0.3014705882352941,0.4264705882352941,0.5882352941176471,0.9044117647058824,0.9632352941176471,0.7794117647058824,0.9852941176470589,1.0
0.10948905109489052,0.21897810218978103,0.4306569343065693,0.4744525547445255,0.8540145985401459,0.9781021897810219,0.8540145985401459,1.0,1.0
0.10869565217391304,0.2826086956521739,0.4492753623188406,0.5579710144927537,0.9057971014492754,0.9855072463768116,0.8768115942028986,1.0,1.0
0.08633093525179857,0.2733812949640288,0.3669064748201439,0.5539568345323741,0.8561151079136691,0.9784172661870504,0.8633093525179856,0.9856115107913669,1.0
0.09285714285714286,0.2357142857142857,0.4785714285714286,0.5714285714285714,0.8285714285714286,0.9785714285714285,0.8714285714285714,0.9928571428571429,1.0
0.1347517730496454,0.2198581560283688,0.41134751773049644,0.574468085106383,0.8936170212765957,0.9929078014184397,0.8723404255319149,0.9858156028368794,1.0
0.14084507042253522,0.3028169014084507,0.4014084507042254,0.5633802816901409,0.8450704225352113,0.9929577464788732,0.8450704225352113,0.9929577464788732,1.0
0.1048951048951049,0.24475524475524477,0.3916083916083916,0.5384615384615384,0.8951048951048951,0.965034965034965,0.8321678321678322,1.0,1.0
0.1111111111111111,0.24305555555555555,0.4583333333333333,0.6805555555555556,0.8888888888888888,0.9930555555555556,0.8611111111111112,1.0,1.0
0.13793103448275862,0.20689655172413793,0.4,0.5379310344827586,0.7931034482758621,0.9862068965517241,0.8344827586206897,1.0,1.0
0.07534246575342465,0.3150684931506849,0.4383561643835616,0.5205479452054794,0.8698630136986302,0.9794520547945206,0.8287671232876712,1.0,1.0
0.1564625850340136,0.25170068027210885,0.4489795918367347,0.5918367346938775,0.8707482993197279,0.9931972789115646,0.8503401360544217,0.9931972789115646,1.0
0.12162162162162163,0.2635135135135135,0.44594594594594594,0.6081081081081081,0.8851351351351351,0.9662162162162162,0.831081081081081,0.9864864864864865,1.0
0.15436241610738255,0.2483221476510067,0.46308724832214765,0.4966442953020134,0.8657718120805369,0.9865771812080537,0.8053691275167785,0.9932885906040269,1.0
0.1,0.23333333333333334,0.36,0.58,0.82,0.9733333333333334,0.8333333333333334,0.9866666666666667,1.0
0.13245033112582782,0.2251655629139073,0.46357615894039733,0.5629139072847682,0.8344370860927153,0.9735099337748344,0.9205298013245033,0.9933774834437086,1.0
0.1513157894736842,0.27631578947368424,0.4473684210526316,0.5789473684210527,0.9342105263157895,0.9802631578947368,0.8881578947368421,0.9802631578947368,1.0
0.09803921568627451,0.2222222222222222,0.48366013071895425,0.5555555555555556,0.8758169934640523,0.9738562091503268,0.8627450980392157,0.9934640522875817,1.0
0.09090909090909091,0.2662337662337662,0.3961038961038961,0.5714285714285714,0.8961038961038961,0.987012987012987,0.8571428571428571,0.9935064935064936,1.0
0.1032258064516129,0.25161290322580643,0.4129032258064516,0.5419354838709678,0.832258064516129,0.9806451612903225,0.9032258064516129,0.9935483870967742,1.0
0.038461538461538464,0.1987179487179487,0.4166666666666667,0.6217948717948718,0.8333333333333334,0.9743589743589743,0.8205128205128205,1.0,1.0
0.1464968152866242,0.2611464968152866,0.47770700636942676,0.554140127388535,0.8726114649681529,0.9808917197452229,0.8598726114649682,1.0,1.0
0.12658227848101267,0.31645569620253167,0.4873417721518987,0.5822784810126582,0.879746835443038,0.9810126582278481,0.8607594936708861,0.9936708860759493,1.0
0.1069182389937107,0.2830188679245283,0.4339622641509434,0.5408805031446541,0.8805031446540881,0.9811320754716981,0.8427672955974843,0.9937106918238994,1.0
0.08125,0.2125,0.46875,0.6125,0.9,0.99375,0.875,0.99375,1.0
0.13043478260869565,0.22981366459627328,0.5217391304347826,0.546583850931677,0.8757763975155279,0.9627329192546584,0.8633540372670807,0.9937888198757764,1.0
0.1111111111111111,0.25925925925925924,0.4444444444444444,0.5370370370370371,0.8765432098765432,0.9629629629629629,0.8333333333333334,0.9876543209876543,1.0
0.12269938650306748,0.26993865030674846,0.43558282208588955,0.5766871165644172,0.9263803680981595,0.9815950920245399,0.8159509202453987,0.9877300613496932,1.0
0.10975609756097561,0.16463414634146342,0.4268292682926829,0.5182926829268293,0.8658536585365854,0.9939024390243902,0.8414634146341463,0.9939024390243902,1.0
0.08484848484848485,0.21212121212121213,0.3939393939393939,0.5818181818181818,0.8727272727272727,0.9818181818181818,0.8848484848484849,0.9878787878787879,1.0
0.10843373493975904,0.18674698795180722,0.41566265060240964,0.5240963855421686,0.8975903614457831,0.9879518072289156,0.8795180722891566,0.9939759036144579,1.0
0.16167664670658682,0.2994011976047904,0.437125748502994,0.5209580838323353,0.874251497005988,0.9880239520958084,0.8502994011976048,0.9880239520958084,1.0
0.10714285714285714,0.22023809523809523,0.49404761904761907,0.5297619047619048,0.9107142857142857,0.9702380952380952,0.8392857142857143,0.9940476190476191,1.0
0.10650887573964497,0.2485207100591716,0.4260355029585799,0.4911242603550296,0.8579881656804734,0.9763313609467456,0.8106508875739645,0.9704142011834319,1.0
0.08235294117647059,0.2529411764705882,0.4176470588235294,0.5470588235294118,0.888235294117647,0.9882352941176471,0.8470588235294118,0.9823529411764705,1.0
0.12280701754385964,0.26900584795321636,0.40350877192982454,0.543859649122807,0.8596491228070176,0.9941520467836257,0.8654970760233918,0.9766081871345029,1.0
0.08139534883720931,0.2616279069767442,0.3546511627906977,0.563953488372093,0.8837209302325582,0.9941860465116279,0.8837209302325582,0.9941860465116279,1.0
0.15028901734104047,0.2658959537572254,0.4913294797687861,0.49710982658959535,0.884393063583815,0.9884393063583815,0.884393063583815,0.9884393063583815,1.0
0.06896551724137931,0.2471264367816092,0.46551724137931033,0.5402298850574713,0.896551724137931,0.9770114942528736,0.8620689655172413,0.9827586206896551,1.0
0.10857142857142857,0.24,0.4114285714285714,0.5542857142857143,0.8628571428571429,0.9828571428571429,0.8628571428571429,0.9942857142857143,1.0
0.10227272727272728,0.29545454545454547,0.4431818181818182,0.5738636363636364,0.9034090909090909,0.9943181818181818,0.8522727272727273,0.9943181818181818,1.0
0.13559322033898305,0.22598870056497175,0.4350282485875706,0.5988700564971752,0.8926553672316384,0.9887005649717514,0.7966101694915254,0.9717514124293786,1.0
0.12359550561797752,0.23595505617977527,0.42696629213483145,0.5337078651685393,0.8876404494382022,0.9831460674157303,0.8595505617977528,0.9943820224719101,1.0
0.0893854748603352,0.24022346368715083,0.4301675977653631,0.5698324022346368,0.8379888268156425,0.9720670391061452,0.8770949720670391,0.9888268156424581,1.0
0.07222222222222222,0.26666666666666666,0.4111111111111111,0.5611111111111111,0.9055555555555556,0.9722222222222222,0.8277777777777777,0.9833333333333333,1.0
0.10497237569060773,0.2541436464088398,0.430939226519337,0.574585635359116,0.8729281767955801,0.9779005524861878,0.8176795580110497,0.988950276243094,1.0
0.09340659340659341,0.24175824175824176,0.3901098901098901,0.5054945054945055,0.8956043956043956,0.989010989010989,0.7912087912087912,0.989010989010989,1.0
0.11475409836065574,0.2459016393442623,0.4371584699453552,0.47540983606557374,0.8306010928961749,0.9890710382513661,0.8579234972677595,0.994535519125683,1.0
0.10869565217391304,0.2717391304347826,0.4076086956521739,0.5597826086956522,0.8804347826086957,0.9891304347826086,0.8478260869565217,0.9782608695652174,1.0
0.11351351351351352,0.2756756756756757,0.42162162162162165,0.5567567567567567,0.8756756756756757,0.9783783783783784,0.8,0.9891891891891892,1.0
0.13440860215053763,0.3064516129032258,0.45698924731182794,0.5376344086021505,0.8494623655913979,0.978494623655914,0.9032258064516129,0.9838709677419355,1.0
0.09090909090909091,0.26737967914438504,0.40641711229946526,0.5454545454545454,0.8663101604278075,0.9786096256684492,0.8502673796791443,1.0,1.0
0.11702127659574468,0.25,0.3191489361702128,0.6223404255319149,0.898936170212766,0.9787234042553191,0.8404255319148937,0.9893617021276596,1.0
0.13227513227513227,0.2275132275132275,0.43915343915343913,0.582010582010582,0.8412698412698413,0.9682539682539683,0.8518518518518519,0.9894179894179894,1.0
0.11578947368421053,0.23684210526315788,0.42105263157894735,0.5789473684210527,0.8736842105263158,0.9789473684210527,0.8052631578947368,0.9842105263157894,1.0
0.09947643979057591,0.225130890052356,0.4083769633507853,0.5392670157068062,0.8272251308900523,0.9633507853403142,0.8324607329842932,0.9947643979057592,1.0
0.11458333333333333,0.19791666666666666,0.5,0.6197916666666666,0.84375,0.984375,0.8541666666666666,0.9895833333333334,1.0
0.15025906735751296,0.23834196891191708,0.43005181347150256,0.5544041450777202,0.8808290155440415,0.9792746113989638,0.7927461139896373,0.9844559585492227,1.0
0.07216494845360824,0.27319587628865977,0.4948453608247423,0.5979381443298969,0.8969072164948454,0.9742268041237113,0.8711340206185567,0.9896907216494846,1.0
0.09743589743589744,0.2153846153846154,0.4564102564102564,0.5487179487179488,0.8512820512820513,0.9897435897435898,0.8461538461538461,1.0,1.0
0.1326530612244898,0.28061224489795916,0.4387755102040816,0.5204081632653061,0.9132653061224489,0.9642857142857143,0.8775510204081632,0.9897959183673469,1.0
0.10152284263959391,0.19289340101522842,0.3604060913705584,0.5279187817258884,0.9086294416243654,0.9746192893401016,0.8730964467005076,0.9949238578680203,1.0
0.08080808080808081,0.22727272727272727,0.494949494949495,0.5959595959595959,0.8535353535353535,0.9797979797979798,0.8484848484848485,0.98989898989899,1.0
0.10552763819095477,0.271356783919598,0.4020100502512563,0.5678391959798995,0.8693467336683417,0.9849246231155779,0.8140703517587939,1.0,1.0
